Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race,Senior
36.0,0,2,0,8.0,140000.0,3,0,1
54.0,0,3,117,17.0,195000.0,4,0,0
27.0,0,1,120,2.0,70000.0,1,7,0
28.0,0,1,120,2.0,70000.0,0,0,0
44.0,0,2,36,11.0,170000.0,2,9,1
43.0,0,3,36,13.0,185000.0,3,3,1
54.0,0,3,117,17.0,195000.0,2,9,0
32.0,0,2,118,6.0,130000.0,1,2,0
38.0,0,2,0,10.0,155000.0,3,0,1
49.0,0,3,117,15.0,185000.0,4,2,0
27.0,0,1,120,3.0,80000.0,0,8,0
54.0,0,3,117,17.0,195000.0,3,4,0
31.0,0,2,36,7.0,135000.0,4,5,1
24.0,0,1,118,1.0,55000.0,2,0,0
48.0,0,3,36,16.0,190000.0,4,2,1
27.0,1,2,118,2.0,70000.0,3,4,0
43.0,0,3,36,13.0,185000.0,4,5,1
44.0,0,2,36,11.0,170000.0,4,5,1
37.0,0,2,0,9.0,150000.0,3,3,1
56.0,0,3,117,17.0,195000.0,2,0,0
28.0,0,1,120,2.0,70000.0,0,8,0
54.0,0,3,117,17.0,195000.0,1,2,0
31.0,0,2,36,6.0,125000.0,3,4,1
49.0,0,3,117,15.0,185000.0,4,5,0
27.0,1,2,118,2.0,70000.0,0,8,0
38.0,0,2,0,10.0,155000.0,4,0,1
27.0,0,1,120,3.0,80000.0,2,0,0
43.0,0,3,36,13.0,185000.0,3,0,1
48.0,0,3,36,16.0,190000.0,2,2,1
44.0,0,2,36,11.0,170000.0,2,2,1
54.0,0,3,117,17.0,195000.0,3,4,0
37.0,0,2,0,9.0,150000.0,0,8,1
28.0,0,1,120,2.0,70000.0,3,0,0
27.0,1,2,118,2.0,70000.0,1,2,0
49.0,0,3,117,15.0,185000.0,0,6,0
31.0,0,2,36,7.0,135000.0,4,2,1
27.0,0,1,120,3.0,80000.0,2,0,0
54.0,0,3,117,17.0,195000.0,0,6,0
38.0,0,2,0,10.0,155000.0,4,5,1
44.0,0,2,36,11.0,170000.0,0,6,1
43.0,0,3,36,13.0,185000.0,2,9,1
27.0,0,1,120,2.0,70000.0,2,9,0
48.0,0,3,36,16.0,190000.0,2,9,1
31.0,0,2,36,6.0,125000.0,1,2,1
54.0,0,3,117,17.0,195000.0,4,5,0
37.0,0,2,0,9.0,150000.0,2,0,1
28.0,0,1,120,2.0,70000.0,0,8,0
27.0,1,2,118,2.0,70000.0,3,3,0
34.0,0,1,120,5.0,95000.0,2,0,0
43.0,1,2,0,12.0,170000.0,4,2,1
27.0,0,1,118,2.0,75000.0,4,2,0
56.0,1,3,117,18.0,210000.0,3,0,0
32.0,0,2,119,7.0,135000.0,1,0,0
40.0,0,3,0,12.0,160000.0,3,0,1
23.0,0,1,120,1.0,55000.0,1,7,0
46.0,0,3,36,16.0,190000.0,0,0,1
41.0,1,3,36,11.0,165000.0,0,2,1
28.0,1,1,120,3.0,80000.0,2,9,0
34.0,0,1,118,6.0,120000.0,4,2,0
49.0,0,3,117,15.0,185000.0,0,8,0
43.0,0,3,36,13.0,185000.0,2,9,1
54.0,0,3,117,16.0,190000.0,0,8,0
36.0,0,2,0,8.0,140000.0,2,9,1
33.0,0,2,119,6.0,130000.0,0,6,0
27.0,1,2,118,2.0,70000.0,2,0,0
44.0,0,2,36,11.0,170000.0,2,0,1
31.0,0,2,36,6.0,125000.0,3,3,1
38.0,0,2,0,10.0,155000.0,1,1,1
27.0,0,1,120,2.0,70000.0,1,7,0
54.0,0,3,117,17.0,195000.0,4,0,0
31.0,0,2,0,7.0,140000.0,3,0,1
32.0,0,2,118,6.0,130000.0,1,0,0
38.0,1,2,118,10.0,155000.0,0,2,0
51.0,0,3,117,16.0,190000.0,4,2,0
28.0,0,1,120,2.0,70000.0,0,8,0
27.0,0,1,120,3.0,80000.0,2,2,0
43.0,0,3,36,13.0,185000.0,3,0,1
27.0,1,2,119,3.0,100000.0,1,0,0
49.0,0,3,117,15.0,185000.0,4,2,0
48.0,0,3,36,16.0,190000.0,4,5,1
31.0,0,2,36,7.0,135000.0,4,0,1
40.0,1,3,0,12.0,160000.0,1,0,1
24.0,0,1,120,1.0,55000.0,2,0,0
27.0,0,1,120,3.0,80000.0,1,0,0
42.0,0,3,0,14.0,170000.0,2,2,1
24.0,1,1,120,1.0,55000.0,0,6,0
28.0,1,1,120,3.0,80000.0,1,7,0
43.0,0,3,36,13.0,185000.0,3,0,1
31.0,0,2,119,7.0,140000.0,1,2,0
43.0,0,3,117,13.0,180000.0,3,0,0
27.0,1,2,118,2.0,70000.0,4,5,0
49.0,0,3,117,15.0,185000.0,1,7,0
48.0,0,3,36,16.0,190000.0,0,8,1
31.0,0,2,36,6.0,125000.0,2,2,1
40.0,0,3,0,12.0,160000.0,3,4,1
36.0,0,2,0,8.0,140000.0,0,6,1
54.0,0,3,117,17.0,195000.0,2,2,0
27.0,0,1,120,2.0,70000.0,4,5,0
28.0,0,1,120,2.0,70000.0,1,7,0
44.0,0,2,36,11.0,170000.0,3,0,1
43.0,0,3,36,13.0,185000.0,3,4,1
54.0,0,3,117,17.0,195000.0,0,2,0
32.0,0,2,118,6.0,130000.0,4,5,0
38.0,0,2,0,10.0,155000.0,0,8,1
49.0,0,3,117,15.0,185000.0,0,8,0
27.0,0,1,120,3.0,80000.0,2,9,0
54.0,0,3,117,17.0,195000.0,4,0,0
31.0,0,2,36,7.0,135000.0,0,0,1
24.0,0,1,118,1.0,55000.0,2,0,0
48.0,0,3,36,16.0,190000.0,1,0,1
27.0,1,2,118,2.0,70000.0,2,9,0
43.0,0,3,36,13.0,185000.0,1,1,1
44.0,0,2,36,11.0,170000.0,2,2,1
37.0,0,2,0,9.0,150000.0,2,2,1
56.0,0,3,117,17.0,195000.0,0,6,0
28.0,0,1,120,2.0,70000.0,1,1,0
54.0,0,3,117,17.0,195000.0,2,2,0
31.0,0,2,36,6.0,125000.0,1,2,1
49.0,0,3,117,15.0,185000.0,3,0,0
54.0,0,3,117,17.0,195000.0,2,9,0
27.0,0,1,120,3.0,80000.0,4,0,0
42.0,0,3,0,14.0,170000.0,3,3,1
38.0,0,2,0,10.0,155000.0,3,0,1
43.0,0,3,36,13.0,185000.0,2,0,1
27.0,0,1,120,2.0,70000.0,2,2,0
31.0,0,2,119,7.0,140000.0,2,2,0
54.0,0,3,117,17.0,195000.0,0,2,0
36.0,0,2,0,8.0,140000.0,2,9,1
27.0,1,2,118,2.0,70000.0,1,7,0
49.0,0,3,117,15.0,185000.0,3,4,0
48.0,0,3,36,16.0,190000.0,0,8,1
31.0,0,2,36,7.0,135000.0,1,7,1
40.0,1,3,0,12.0,160000.0,0,0,1
24.0,0,1,120,1.0,55000.0,0,6,0
27.0,0,1,120,3.0,80000.0,3,4,0
43.0,0,3,36,13.0,185000.0,1,0,1
27.0,1,2,119,3.0,100000.0,0,8,0
49.0,0,3,117,15.0,185000.0,0,2,0
48.0,0,3,36,16.0,190000.0,1,0,1
31.0,0,2,36,6.0,125000.0,0,0,1
40.0,0,3,0,12.0,160000.0,1,1,1
36.0,0,2,0,8.0,140000.0,3,3,1
54.0,0,3,117,17.0,195000.0,0,2,0
27.0,0,1,120,2.0,70000.0,4,5,0
28.0,0,1,120,2.0,70000.0,2,9,0
44.0,0,2,36,11.0,170000.0,2,0,1
43.0,0,3,36,13.0,185000.0,0,6,1
54.0,0,3,117,17.0,195000.0,2,9,0
32.0,0,2,118,6.0,130000.0,2,2,0
38.0,0,2,0,10.0,155000.0,2,0,1
49.0,0,3,117,15.0,185000.0,2,0,0
27.0,0,1,120,3.0,80000.0,1,7,0
54.0,0,3,117,17.0,195000.0,3,0,0
31.0,0,2,36,7.0,135000.0,4,2,1
24.0,0,1,118,1.0,55000.0,1,1,0
48.0,0,3,36,16.0,190000.0,2,2,1
27.0,1,2,118,2.0,70000.0,0,8,0
43.0,0,3,36,13.0,185000.0,0,8,1
44.0,0,2,36,11.0,170000.0,1,7,1
37.0,0,2,0,9.0,150000.0,0,2,1
56.0,0,3,117,17.0,195000.0,1,0,0
28.0,0,1,120,2.0,70000.0,2,9,0
54.0,0,3,117,17.0,195000.0,1,7,0
31.0,0,2,36,6.0,125000.0,3,0,1
49.0,0,3,117,15.0,185000.0,4,0,0
54.0,0,3,117,17.0,195000.0,3,4,0
27.0,0,1,120,3.0,80000.0,0,6,0
42.0,0,3,0,14.0,170000.0,3,0,1
38.0,0,2,0,10.0,155000.0,4,2,1
36.0,0,1,120,7.0,120000.0,0,2,0
29.0,1,2,118,3.0,90000.0,1,2,0
41.0,1,3,117,14.0,180000.0,0,2,0
33.0,0,1,119,7.0,130000.0,0,6,0
42.0,0,3,0,12.0,170000.0,3,3,1
28.0,0,1,118,2.0,70000.0,0,6,0
55.0,0,3,117,18.0,210000.0,3,0,0
26.0,1,2,120,1.0,55000.0,2,2,0
47.0,0,3,36,16.0,190000.0,0,6,1
44.0,1,3,117,11.0,165000.0,2,9,0
30.0,0,2,119,5.0,105000.0,3,3,0
39.0,1,2,0,11.0,160000.0,0,6,1
32.0,0,1,120,6.0,110000.0,2,9,0
50.0,0,3,117,17.0,195000.0,3,3,0
27.0,0,1,118,3.0,85000.0,3,4,0
46.0,0,3,36,14.0,180000.0,0,0,1
25.0,1,1,120,1.0,55000.0,4,0,0
43.0,0,3,36,13.0,185000.0,0,6,1
35.0,0,1,118,8.0,140000.0,2,9,0
29.0,1,2,118,3.0,90000.0,0,8,0
40.0,1,3,0,12.0,160000.0,1,0,1
35.0,0,1,119,8.0,145000.0,3,0,0
41.0,0,3,36,13.0,185000.0,4,0,1
30.0,0,2,119,5.0,105000.0,0,0,0
33.0,0,1,120,6.0,110000.0,4,2,0
55.0,0,3,117,18.0,210000.0,0,2,0
26.0,1,2,120,1.0,55000.0,0,8,0
47.0,0,3,36,16.0,190000.0,1,7,1
44.0,1,3,117,11.0,165000.0,0,2,0
30.0,0,2,119,5.0,105000.0,1,0,0
39.0,1,2,0,11.0,160000.0,3,3,1
32.0,0,1,120,6.0,110000.0,1,1,0
50.0,0,3,117,17.0,195000.0,4,5,0
27.0,0,1,118,3.0,85000.0,0,8,0
46.0,0,3,36,14.0,180000.0,4,2,1
25.0,1,1,120,1.0,55000.0,0,2,0
43.0,0,3,36,13.0,185000.0,1,7,1
35.0,0,1,118,8.0,140000.0,4,2,0
29.0,1,2,118,3.0,90000.0,2,9,0
40.0,1,3,0,12.0,160000.0,1,1,1
35.0,0,1,119,8.0,145000.0,0,8,0
41.0,0,3,36,13.0,185000.0,0,0,1
30.0,0,2,119,5.0,105000.0,4,2,0
33.0,0,1,120,6.0,110000.0,1,7,0
55.0,0,3,117,18.0,210000.0,3,4,0
26.0,1,2,120,1.0,55000.0,4,5,0
47.0,0,3,36,16.0,190000.0,1,1,1
44.0,1,3,117,11.0,165000.0,2,9,0
30.0,0,2,119,5.0,105000.0,1,7,0
39.0,1,2,0,11.0,160000.0,2,0,1
32.0,0,1,120,6.0,110000.0,4,5,0
50.0,0,3,117,17.0,195000.0,4,0,0
27.0,0,1,118,3.0,85000.0,2,9,0
46.0,0,3,36,14.0,180000.0,4,0,1
25.0,1,1,120,1.0,55000.0,1,0,0
43.0,0,3,36,13.0,185000.0,3,0,1
35.0,0,1,118,8.0,140000.0,4,5,0
29.0,1,2,118,3.0,90000.0,2,9,0
40.0,1,3,0,12.0,160000.0,4,2,1
35.0,0,1,119,8.0,145000.0,2,2,0
41.0,0,3,36,13.0,185000.0,4,5,1
30.0,0,2,119,5.0,105000.0,0,2,0
33.0,0,1,120,6.0,110000.0,4,5,0
55.0,0,3,117,18.0,210000.0,0,2,0
26.0,1,2,120,1.0,55000.0,1,2,0
47.0,0,3,36,16.0,190000.0,4,2,1
44.0,1,3,117,11.0,165000.0,3,0,0
30.0,0,2,119,5.0,105000.0,3,3,0
39.0,1,2,0,11.0,160000.0,4,2,1
32.0,0,1,120,6.0,110000.0,1,0,0
50.0,0,3,117,17.0,195000.0,4,5,0
27.0,0,1,118,3.0,85000.0,2,9,0
46.0,0,3,36,14.0,180000.0,0,6,1
25.0,1,1,120,1.0,55000.0,0,0,0
43.0,0,3,36,13.0,185000.0,4,2,1
35.0,0,1,118,8.0,140000.0,3,4,0
29.0,1,2,118,3.0,90000.0,4,0,0
40.0,1,3,0,12.0,160000.0,4,0,1
35.0,0,1,119,8.0,145000.0,3,0,0
41.0,0,3,36,13.0,185000.0,4,2,1
30.0,0,2,119,5.0,105000.0,0,0,0
33.0,0,1,120,6.0,110000.0,1,2,0
55.0,0,3,117,18.0,210000.0,1,1,0
26.0,1,2,120,1.0,55000.0,0,8,0
47.0,0,3,36,16.0,190000.0,1,7,1
44.0,1,3,117,11.0,165000.0,3,4,0
30.0,0,2,119,5.0,105000.0,0,8,0
39.0,1,2,0,11.0,160000.0,4,2,1
32.0,0,1,120,6.0,110000.0,1,2,0
50.0,0,3,117,17.0,195000.0,3,0,0
27.0,0,1,118,3.0,85000.0,4,2,0
46.0,0,3,36,14.0,180000.0,2,9,1
25.0,1,1,120,1.0,55000.0,2,2,0
43.0,0,3,36,13.0,185000.0,4,2,1
35.0,0,1,118,8.0,140000.0,4,5,0
29.0,1,2,118,3.0,90000.0,4,2,0
40.0,1,3,0,12.0,160000.0,3,3,1
35.0,0,1,119,8.0,145000.0,0,8,0
41.0,0,3,36,13.0,185000.0,2,9,1
30.0,0,2,119,5.0,105000.0,3,3,0
33.0,0,1,120,6.0,110000.0,2,2,0
55.0,0,3,117,18.0,210000.0,1,0,0
26.0,1,2,120,1.0,55000.0,4,5,0
47.0,0,3,36,16.0,190000.0,1,7,1
44.0,1,3,117,11.0,165000.0,2,2,0
30.0,0,2,119,5.0,105000.0,4,2,0
39.0,1,2,0,11.0,160000.0,2,0,1
32.0,0,1,120,6.0,110000.0,2,9,0
50.0,0,3,117,17.0,195000.0,1,0,0
27.0,0,1,118,3.0,85000.0,1,7,0
46.0,0,3,36,14.0,180000.0,1,7,1
25.0,1,1,120,1.0,55000.0,4,0,0
43.0,0,3,36,13.0,185000.0,4,0,1
35.0,0,1,118,8.0,140000.0,1,7,0
29.0,1,2,118,3.0,90000.0,1,1,0
40.0,1,3,0,12.0,160000.0,3,4,1
35.0,0,1,119,8.0,145000.0,3,4,0
41.0,0,3,36,13.0,185000.0,1,2,1
30.0,0,2,119,5.0,105000.0,4,0,0
33.0,0,1,120,6.0,110000.0,4,2,0
55.0,0,3,117,18.0,210000.0,3,3,0
31.0,0,1,120,6.0,115000.0,4,5,0
42.0,1,2,117,13.0,170000.0,4,2,0
27.0,1,1,118,3.0,80000.0,2,2,0
51.0,0,3,36,19.0,200000.0,0,8,1
34.0,1,2,119,7.0,130000.0,4,0,0
38.0,0,1,117,11.0,155000.0,2,2,0
29.0,0,1,120,5.0,105000.0,3,0,0
43.0,1,3,36,14.0,190000.0,4,5,1
36.0,0,2,118,8.0,140000.0,1,7,0
48.0,0,3,117,16.0,185000.0,4,2,0
35.0,1,1,119,8.0,145000.0,4,0,0
30.0,1,2,120,4.0,90000.0,3,4,0
50.0,0,3,36,18.0,195000.0,4,5,1
29.0,0,1,118,4.0,95000.0,1,2,0
41.0,0,2,117,13.0,170000.0,3,0,0
33.0,1,1,119,6.0,115000.0,0,6,0
45.0,0,3,36,16.0,185000.0,0,8,1
28.0,1,1,120,2.0,65000.0,1,7,0
39.0,1,2,117,12.0,160000.0,1,7,0
30.0,0,1,118,5.0,100000.0,0,8,0
46.0,0,3,36,15.0,180000.0,2,0,1
25.0,1,1,120,1.0,55000.0,2,9,0
42.0,0,3,117,14.0,190000.0,0,8,0
31.0,0,1,119,6.0,115000.0,4,2,0
49.0,1,3,36,17.0,195000.0,4,5,1
36.0,0,2,118,9.0,150000.0,2,0,0
33.0,1,1,119,6.0,115000.0,3,4,0
45.0,0,3,117,16.0,185000.0,2,0,0
28.0,1,1,120,2.0,65000.0,2,0,0
39.0,1,2,117,12.0,160000.0,0,8,0
30.0,0,1,118,5.0,100000.0,1,7,0
46.0,0,3,36,15.0,180000.0,1,1,1
25.0,1,1,120,1.0,55000.0,4,2,0
42.0,0,3,117,14.0,190000.0,3,3,0
31.0,0,1,119,6.0,115000.0,3,4,0
49.0,1,3,36,17.0,195000.0,1,0,1
36.0,0,2,118,9.0,150000.0,0,0,0
33.0,1,1,119,6.0,115000.0,1,1,0
45.0,0,3,117,16.0,185000.0,0,0,0
28.0,1,1,120,2.0,65000.0,0,6,0
39.0,1,2,117,12.0,160000.0,0,6,0
30.0,0,1,118,5.0,100000.0,1,7,0
46.0,0,3,36,15.0,180000.0,1,1,1
25.0,1,1,120,1.0,55000.0,0,2,0
42.0,0,3,117,14.0,190000.0,4,2,0
31.0,0,1,119,6.0,115000.0,3,4,0
49.0,1,3,36,17.0,195000.0,2,9,1
36.0,0,2,118,9.0,150000.0,3,3,0
33.0,1,1,119,6.0,115000.0,1,0,0
45.0,0,3,117,16.0,185000.0,1,2,0
28.0,1,1,120,2.0,65000.0,2,9,0
39.0,1,2,117,12.0,160000.0,0,6,0
30.0,0,1,118,5.0,100000.0,4,5,0
46.0,0,3,36,15.0,180000.0,2,2,1
25.0,1,1,120,1.0,55000.0,0,8,0
42.0,0,3,117,14.0,190000.0,3,4,0
31.0,0,1,119,6.0,115000.0,3,3,0
49.0,1,3,36,17.0,195000.0,0,6,1
36.0,0,2,118,9.0,150000.0,4,5,0
33.0,1,1,119,6.0,115000.0,3,3,0
45.0,0,3,117,16.0,185000.0,1,7,0
28.0,1,1,120,2.0,65000.0,3,0,0
39.0,1,2,117,12.0,160000.0,3,3,0
30.0,0,1,118,5.0,100000.0,2,2,0
46.0,0,3,36,15.0,180000.0,3,3,1
25.0,1,1,120,1.0,55000.0,1,2,0
42.0,0,3,117,14.0,190000.0,4,5,0
31.0,0,1,119,6.0,115000.0,2,2,0
49.0,1,3,36,17.0,195000.0,2,9,1
36.0,0,2,118,9.0,150000.0,2,2,0
33.0,1,1,119,6.0,115000.0,4,5,0
45.0,0,3,117,16.0,185000.0,3,4,0
28.0,1,1,120,2.0,65000.0,4,2,0
39.0,1,2,117,12.0,160000.0,2,2,0
30.0,0,1,118,5.0,100000.0,0,2,0
46.0,0,3,36,15.0,180000.0,1,7,1
25.0,1,1,120,1.0,55000.0,4,0,0
42.0,0,3,117,14.0,190000.0,4,5,0
31.0,0,1,119,6.0,115000.0,2,2,0
49.0,1,3,36,17.0,195000.0,2,0,1
36.0,0,2,118,9.0,150000.0,0,6,0
33.0,1,1,119,6.0,115000.0,1,2,0
45.0,0,3,117,16.0,185000.0,0,0,0
28.0,1,1,120,2.0,65000.0,4,5,0
39.0,1,2,117,12.0,160000.0,4,0,0
30.0,0,1,118,5.0,100000.0,1,2,0
46.0,0,3,36,15.0,180000.0,0,0,1
25.0,1,1,120,1.0,55000.0,1,7,0
42.0,0,3,117,14.0,190000.0,0,8,0
31.0,0,1,119,6.0,115000.0,0,6,0
49.0,1,3,36,17.0,195000.0,1,7,1
36.0,0,2,118,9.0,150000.0,4,2,0
33.0,1,1,119,6.0,115000.0,0,2,0
45.0,0,3,117,16.0,185000.0,4,2,0
28.0,1,1,120,2.0,65000.0,2,2,0
39.0,1,2,117,12.0,160000.0,4,0,0
30.0,0,1,118,5.0,100000.0,4,2,0
46.0,0,3,36,15.0,180000.0,4,5,1
25.0,1,1,120,1.0,55000.0,3,3,0
42.0,0,3,117,14.0,190000.0,0,2,0
31.0,0,1,119,6.0,115000.0,0,0,0
49.0,1,3,36,17.0,195000.0,2,0,1
36.0,0,2,118,9.0,150000.0,0,0,0
33.0,1,1,119,6.0,115000.0,0,6,0
45.0,0,3,117,16.0,185000.0,0,0,0
28.0,1,1,120,2.0,65000.0,1,7,0
39.0,1,2,117,12.0,160000.0,0,8,0
30.0,0,1,118,5.0,100000.0,2,0,0
46.0,0,3,36,15.0,180000.0,1,7,1
25.0,1,1,120,1.0,55000.0,4,5,0
42.0,0,3,117,14.0,190000.0,1,0,0
31.0,0,1,119,6.0,115000.0,2,0,0
49.0,1,3,36,17.0,195000.0,3,4,1
36.0,0,2,118,9.0,150000.0,3,0,0
33.0,1,1,119,6.0,115000.0,2,2,0
45.0,0,3,117,16.0,185000.0,4,5,0
28.0,1,1,120,2.0,65000.0,4,5,0
39.0,1,2,117,12.0,160000.0,0,6,0
30.0,0,1,118,5.0,100000.0,2,9,0
46.0,0,3,36,15.0,180000.0,3,4,1
25.0,1,1,120,1.0,550.0,0,8,0
29.0,0,1,120,4.0,90000.0,4,0,0
40.0,1,2,117,12.0,160000.0,1,1,0
27.0,1,1,118,3.0,80000.0,0,0,0
50.0,0,3,36,18.0,195000.0,0,0,1
33.0,1,2,119,6.0,115000.0,2,0,0
37.0,0,1,117,10.0,150000.0,0,2,0
28.0,0,1,120,2.0,65000.0,0,2,0
44.0,1,3,36,14.0,190000.0,4,5,1
35.0,0,2,118,8.0,140000.0,0,0,0
47.0,0,3,117,16.0,185000.0,2,2,0
34.0,1,1,119,7.0,130000.0,3,3,0
31.0,1,2,120,5.0,105000.0,0,6,0
51.0,0,3,36,19.0,200000.0,3,4,1
30.0,0,1,118,5.0,100000.0,1,0,0
42.0,0,2,117,13.0,170000.0,2,0,0
33.0,1,1,119,6.0,115000.0,2,0,0
45.0,0,3,36,16.0,185000.0,0,6,1
29.0,1,1,120,4.0,90000.0,4,2,0
39.0,1,2,117,12.0,160000.0,3,4,0
27.0,0,1,118,3.0,80000.0,4,0,0
49.0,0,3,36,17.0,195000.0,1,2,1
32.0,1,2,119,6.0,115000.0,3,4,0
36.0,0,1,117,8.0,135000.0,1,1,0
27.0,0,1,120,2.0,65000.0,4,5,0
43.0,1,3,36,14.0,190000.0,2,0,1
34.0,0,2,118,8.0,140000.0,4,5,0
46.0,0,3,117,16.0,185000.0,0,0,0
33.0,1,1,119,7.0,130000.0,1,1,0
30.0,1,2,120,5.0,105000.0,0,0,0
50.0,0,3,36,19.0,200000.0,3,3,1
30.0,0,1,118,5.0,100000.0,0,2,0
42.0,0,2,117,13.0,170000.0,1,0,0
33.0,1,1,119,6.0,115000.0,4,2,0
45.0,0,3,36,16.0,185000.0,4,5,1
29.0,1,1,120,4.0,90000.0,1,0,0
39.0,1,2,117,12.0,160000.0,2,9,0
27.0,0,1,118,3.0,80000.0,2,9,0
49.0,0,3,36,17.0,195000.0,1,2,1
32.0,1,2,119,6.0,115000.0,2,9,0
36.0,0,1,117,8.0,135000.0,1,2,0
27.0,0,1,120,2.0,65000.0,1,0,0
43.0,1,3,36,14.0,190000.0,4,2,1
34.0,0,2,118,8.0,140000.0,2,0,0
46.0,0,3,117,16.0,185000.0,2,0,0
33.0,1,1,119,7.0,130000.0,2,2,0
30.0,1,2,120,5.0,105000.0,0,2,0
50.0,0,3,36,19.0,200000.0,2,2,1
30.0,0,1,118,5.0,100000.0,3,0,0
42.0,0,2,117,13.0,170000.0,1,7,0
33.0,1,1,119,6.0,115000.0,2,9,0
45.0,0,3,36,16.0,185000.0,0,8,1
29.0,1,1,120,4.0,90000.0,2,9,0
39.0,1,2,117,12.0,160000.0,1,2,0
27.0,0,1,118,3.0,80000.0,1,7,0
49.0,0,3,36,17.0,195000.0,4,0,1
32.0,1,2,119,6.0,115000.0,1,7,0
36.0,0,1,117,8.0,135000.0,2,9,0
27.0,0,1,120,2.0,65000.0,1,0,0
43.0,1,3,36,14.0,190000.0,3,3,1
34.0,0,2,118,8.0,140000.0,1,1,0
46.0,0,3,117,16.0,185000.0,2,9,0
33.0,1,1,119,7.0,130000.0,2,2,0
30.0,1,2,120,5.0,105000.0,2,0,0
50.0,0,3,36,19.0,200000.0,2,0,1
30.0,0,1,118,5.0,100000.0,1,1,0
42.0,0,2,117,13.0,170000.0,1,2,0
33.0,1,1,119,6.0,115000.0,3,4,0
45.0,0,3,36,16.0,185000.0,3,3,1
29.0,1,1,120,4.0,90000.0,0,0,0
39.0,1,2,117,12.0,160000.0,3,4,0
27.0,0,1,118,3.0,80000.0,0,0,0
49.0,0,3,36,17.0,195000.0,0,6,1
32.0,1,2,119,6.0,115000.0,1,7,0
36.0,0,1,117,8.0,135000.0,0,8,0
27.0,0,1,120,2.0,65000.0,3,0,0
43.0,1,3,36,14.0,190000.0,1,7,1
34.0,0,2,118,8.0,140000.0,1,0,0
46.0,0,3,117,16.0,185000.0,2,2,0
33.0,1,1,119,7.0,130000.0,1,1,0
30.0,1,2,120,5.0,105000.0,0,2,0
50.0,0,3,36,19.0,200000.0,1,0,1
30.0,0,1,118,5.0,100000.0,3,3,0
42.0,0,2,117,13.0,170000.0,4,5,0
33.0,1,1,119,6.0,115000.0,3,4,0
45.0,0,3,36,16.0,185000.0,2,9,1
29.0,1,1,120,4.0,90000.0,0,2,0
39.0,1,2,117,12.0,160000.0,3,0,0
27.0,0,1,118,3.0,80000.0,4,0,0
49.0,0,3,36,17.0,195000.0,0,2,1
32.0,1,2,119,6.0,115000.0,2,2,0
36.0,0,1,117,8.0,135000.0,0,8,0
27.0,0,1,120,2.0,65000.0,0,8,0
43.0,1,3,36,14.0,190000.0,4,5,1
34.0,0,2,118,8.0,140000.0,2,0,0
46.0,0,3,117,16.0,185000.0,1,0,0
33.0,1,1,119,7.0,130000.0,2,2,0
30.0,1,2,120,5.0,105000.0,2,0,0
50.0,0,3,36,19.0,200000.0,1,1,1
30.0,0,1,118,5.0,100000.0,4,0,0
42.0,0,2,117,13.0,170000.0,2,9,0
33.0,1,1,119,6.0,115000.0,4,5,0
45.0,0,3,36,16.0,185000.0,4,2,1
29.0,1,1,120,4.0,90000.0,0,2,0
39.0,1,2,117,12.0,160000.0,0,2,0
27.0,0,1,118,3.0,80000.0,3,4,0
49.0,0,3,36,17.0,195000.0,1,7,1
32.0,1,2,119,6.0,115000.0,4,2,0
36.0,0,1,117,8.0,135000.0,3,3,0
27.0,0,1,120,2.0,65000.0,4,2,0
43.0,1,3,36,14.0,190000.0,0,0,1
34.0,0,2,118,8.0,140000.0,1,2,0
46.0,0,3,117,16.0,185000.0,4,0,0
33.0,1,1,119,7.0,130000.0,2,9,0
30.0,1,2,120,5.0,105000.0,4,2,0
50.0,0,3,36,19.0,200000.0,2,2,1
30.0,0,1,118,5.0,100000.0,2,0,0
42.0,0,2,117,13.0,170000.0,0,0,0
33.0,1,1,119,6.0,115000.0,4,0,0
45.0,0,3,36,16.0,185000.0,0,8,1
29.0,1,1,120,4.0,90000.0,3,3,0
31.0,1,1,120,6.0,110000.0,3,4,0
37.0,0,2,117,10.0,150000.0,2,9,0
27.0,0,1,118,3.0,80000.0,1,1,0
50.0,0,3,36,18.0,195000.0,4,0,1
32.0,1,2,119,6.0,115000.0,1,0,0
36.0,0,1,117,8.0,135000.0,3,3,0
27.0,0,1,120,2.0,65000.0,1,1,0
43.0,1,3,36,14.0,190000.0,1,7,1
34.0,0,2,118,8.0,140000.0,0,6,0
46.0,0,3,117,16.0,185000.0,3,3,0
33.0,1,1,119,7.0,130000.0,2,9,0
30.0,1,2,120,5.0,105000.0,2,0,0
50.0,0,3,36,19.0,200000.0,4,0,1
30.0,0,1,118,5.0,100000.0,2,9,0
42.0,0,2,117,13.0,170000.0,2,9,0
33.0,1,1,119,6.0,115000.0,2,9,0
45.0,0,3,36,16.0,185000.0,1,0,1
29.0,1,1,120,4.0,90000.0,1,2,0
39.0,1,2,117,12.0,160000.0,4,2,0
27.0,0,1,118,3.0,80000.0,3,3,0
49.0,0,3,36,17.0,195000.0,4,2,1
32.0,1,2,119,6.0,115000.0,1,7,0
36.0,0,1,117,8.0,135000.0,3,4,0
27.0,0,1,120,2.0,65000.0,3,0,0
43.0,1,3,36,14.0,190000.0,1,2,1
34.0,0,2,118,8.0,140000.0,0,2,0
46.0,0,3,117,16.0,185000.0,0,8,0
